mislabeled	39f3a6ff41	contamination:	-975.6667274686037	mislabeled:	-792.6596864365878
mislabeled	0583da5654	contamination:	-1381.8417885331937	mislabeled:	-1371.8407346413328
mislabeled	95c546f4c9	contamination:	-1167.434074211312	mislabeled:	-874.4277811272378
contamination	4bbbec8362	contamination:	-491.15387024883705	mislabeled:	-531.690450533568
mislabeled	c2166e47bd	contamination:	-1000.2086203981188	mislabeled:	-798.3023659909454
contamination	4ae4887c95	contamination:	-737.3787435278884	mislabeled:	-838.5601662331871
mislabeled	76524bf17d	contamination:	-1002.415393788689	mislabeled:	-800.7588958144661
contamination	0b8838b85d	contamination:	-1219.8514058661794	mislabeled:	-1639.88881108994
mislabeled	40e2681b54	contamination:	-736.2311087194871	mislabeled:	-565.7957388631216
contamination	86529ce4f0	contamination:	-501.74611398841233	mislabeled:	-521.2199276285176
contamination	96df140e91	contamination:	-1213.0639973340144	mislabeled:	-1356.9403120671884
contamination	c982d3a6a6	contamination:	-1543.067784026319	mislabeled:	-2010.6504943726334
contamination	bbe2d0130a	contamination:	-1014.0883003841974	mislabeled:	-1189.4912480727605
mislabeled	7892f21bc8	contamination:	-977.6053818890596	mislabeled:	-816.4804653969509
contamination	69de5b98fa	contamination:	-876.5733966356424	mislabeled:	-1105.7225186197786
contamination	9c14e9c9e1	contamination:	-986.2859177371903	mislabeled:	-1168.6623510300064
contamination	4b5d91d741	contamination:	-1039.3788411614748	mislabeled:	-1042.9797546650193
contamination	1a551e2557	contamination:	-809.8047168572544	mislabeled:	-1001.5443625376628
mislabeled	0f2d4a4987	contamination:	-976.6566782397607	mislabeled:	-931.2739941679521
mislabeled	8463a9f082	contamination:	-1133.1025921493294	mislabeled:	-1007.1698979595603
mislabeled	e63e1f6f06	contamination:	-1292.8971226263673	mislabeled:	-1275.7233041328593
mislabeled	c6db4c57eb	contamination:	-747.2449381481673	mislabeled:	-643.8360710417882
contamination	f2ed4ce51c	contamination:	-327.84161811236044	mislabeled:	-352.16046829312995
contamination	ace92add4d	contamination:	-926.679045226391	mislabeled:	-1164.4326597883032
mislabeled	7ca6f500ea	contamination:	-877.564339083495	mislabeled:	-806.2578020519612
contamination	815685a50f	contamination:	-820.9648313650519	mislabeled:	-937.9373709614476
mislabeled	fdffbd5056	contamination:	-1131.7790432971287	mislabeled:	-948.5921311155064
mislabeled	7e7bfcf620	contamination:	-1287.7388214025368	mislabeled:	-1056.773479974374
mislabeled	1275115583	contamination:	-769.8025887191761	mislabeled:	-734.6452726225854
mislabeled	26d3ec5afc	contamination:	-1009.1419898684838	mislabeled:	-847.5908243635097
contamination	adc98d4e69	contamination:	-702.4797306565035	mislabeled:	-754.0179255350637
mislabeled	52247d3968	contamination:	-967.2276994689241	mislabeled:	-698.997640631442
mislabeled	8ee7ef30c2	contamination:	-1426.3561601125534	mislabeled:	-1358.7697875358244
mislabeled	e25ed2b4f3	contamination:	-1349.3743843631873	mislabeled:	-1211.8534876244526
contamination	92c4817681	contamination:	-897.3200058883328	mislabeled:	-941.7330353414533
contamination	b892b691eb	contamination:	-360.6259218063016	mislabeled:	-453.68917564349005
mislabeled	d3eea6d838	contamination:	-992.1991347081437	mislabeled:	-946.8259531656252
contamination	dc4975e948	contamination:	-794.5541937099912	mislabeled:	-994.6674184904308
contamination	880a21cbbd	contamination:	-651.3458549008736	mislabeled:	-752.5539178422778
mislabeled	f2d68484a6	contamination:	-1094.672404615665	mislabeled:	-855.0217192809473
contamination	0906be9f1f	contamination:	-763.825694118239	mislabeled:	-995.535762916047
mislabeled	88e3f7da38	contamination:	-1312.2861533890223	mislabeled:	-1103.2545274619563
mislabeled	60829c1328	contamination:	-1219.6740696775792	mislabeled:	-919.8574109307273
contamination	2dea005d48	contamination:	-994.4953001770742	mislabeled:	-1239.437550873174
contamination	e6d6825774	contamination:	-894.1639247248567	mislabeled:	-1098.8711028778814
contamination	63590a1146	contamination:	-377.31825004763783	mislabeled:	-388.5398151907121
contamination	bfe6dc5acf	contamination:	-681.1683757587525	mislabeled:	-839.4550319845606
mislabeled	75f8a07110	contamination:	-835.9880360737019	mislabeled:	-794.4923860439848
mislabeled	61ca0ab5e5	contamination:	-826.3471633923893	mislabeled:	-598.8626996293718
mislabeled	4bc6181077	contamination:	-1062.2071656496644	mislabeled:	-879.1219526375013
contamination	6b1e826dd0	contamination:	-1062.0296740866545	mislabeled:	-1318.3041843928363
mislabeled	d60e4f32f1	contamination:	-1332.9023990790083	mislabeled:	-1070.2787703521187
mislabeled	bb920eb282	contamination:	-1070.829581611893	mislabeled:	-810.962784837354
contamination	537e8f4179	contamination:	-392.11323574020213	mislabeled:	-418.35382377031004
mislabeled	87178d1837	contamination:	-935.5158249919886	mislabeled:	-882.3413192238771
mislabeled	6fc4cc2c0f	contamination:	-1312.0300698104588	mislabeled:	-1032.2423726505897
contamination	68f487d2f2	contamination:	-1023.7113058454327	mislabeled:	-1049.8006015245935
mislabeled	9d10883294	contamination:	-966.2779222591834	mislabeled:	-705.9452507115628
mislabeled	1a875d1c3d	contamination:	-1314.0450521901032	mislabeled:	-1047.9428052775595
contamination	6753447b21	contamination:	-299.5911631899047	mislabeled:	-370.4668087346771
contamination	53faf1e73f	contamination:	-808.0531731716902	mislabeled:	-936.8951074741223
mislabeled	1d336b1467	contamination:	-455.7916297089619	mislabeled:	-442.5122940325896
mislabeled	81e80aef7b	contamination:	-963.2206895514452	mislabeled:	-883.9470262504732
mislabeled	3c85961ab3	contamination:	-773.9945097117138	mislabeled:	-715.220096155303
contamination	12256c78a2	contamination:	-230.6023352079031	mislabeled:	-298.9563709868982
contamination	e29a7bfc78	contamination:	-230.6023352079031	mislabeled:	-298.9563709868982
contamination	49b48babd7	contamination:	-768.8424144337547	mislabeled:	-840.9892610861122
contamination	47043d99fa	contamination:	-1262.9153189385536	mislabeled:	-1660.9469729307036
mislabeled	a239eec288	contamination:	-1290.0053092613846	mislabeled:	-1137.9482438072243
mislabeled	b37a495139	contamination:	-1684.7364776327347	mislabeled:	-1359.2803530583576
contamination	cb7b35d997	contamination:	-822.3702486175129	mislabeled:	-838.0532288742538
mislabeled	c405e613a7	contamination:	-1229.0403899758346	mislabeled:	-957.300415304306
mislabeled	d8049c8db0	contamination:	-1084.4180132657623	mislabeled:	-1071.973099027068
contamination	13dd5fea5e	contamination:	-1476.702875013129	mislabeled:	-1819.4274368063118
mislabeled	8df8c798af	contamination:	-991.8784609521202	mislabeled:	-991.8653919423368
contamination	0906be9f1f	contamination:	-763.825694118239	mislabeled:	-995.535762916047
mislabeled	88e3f7da38	contamination:	-1312.2861533890223	mislabeled:	-1103.2545274619563
mislabeled	60829c1328	contamination:	-1219.6740696775792	mislabeled:	-919.8574109307273
contamination	2dea005d48	contamination:	-994.4953001770742	mislabeled:	-1239.437550873174
contamination	e6d6825774	contamination:	-894.1639247248567	mislabeled:	-1098.8711028778814
contamination	63590a1146	contamination:	-377.31825004763783	mislabeled:	-388.5398151907121
contamination	bfe6dc5acf	contamination:	-681.1683757587525	mislabeled:	-839.4550319845606
mislabeled	75f8a07110	contamination:	-835.9880360737019	mislabeled:	-794.4923860439848
mislabeled	61ca0ab5e5	contamination:	-826.3471633923893	mislabeled:	-598.8626996293718
mislabeled	4bc6181077	contamination:	-1062.2071656496644	mislabeled:	-879.1219526375013
contamination	6b1e826dd0	contamination:	-1062.0296740866545	mislabeled:	-1318.3041843928363
mislabeled	d60e4f32f1	contamination:	-1332.9023990790083	mislabeled:	-1070.2787703521187
mislabeled	bb920eb282	contamination:	-1070.829581611893	mislabeled:	-810.962784837354
contamination	537e8f4179	contamination:	-392.11323574020213	mislabeled:	-418.35382377031004
mislabeled	87178d1837	contamination:	-935.5158249919886	mislabeled:	-882.3413192238771
mislabeled	6fc4cc2c0f	contamination:	-1312.0300698104588	mislabeled:	-1032.2423726505897
contamination	68f487d2f2	contamination:	-1023.7113058454327	mislabeled:	-1049.8006015245935
mislabeled	9d10883294	contamination:	-966.2779222591834	mislabeled:	-705.9452507115628
mislabeled	1a875d1c3d	contamination:	-1314.0450521901032	mislabeled:	-1047.9428052775595
contamination	6753447b21	contamination:	-299.5911631899047	mislabeled:	-370.4668087346771
contamination	53faf1e73f	contamination:	-808.0531731716902	mislabeled:	-936.8951074741223
mislabeled	1d336b1467	contamination:	-455.7916297089619	mislabeled:	-442.5122940325896
mislabeled	81e80aef7b	contamination:	-963.2206895514452	mislabeled:	-883.9470262504732
mislabeled	3c85961ab3	contamination:	-773.9945097117138	mislabeled:	-715.220096155303
contamination	12256c78a2	contamination:	-230.6023352079031	mislabeled:	-298.9563709868982
contamination	e29a7bfc78	contamination:	-230.6023352079031	mislabeled:	-298.9563709868982
contamination	49b48babd7	contamination:	-768.8424144337547	mislabeled:	-840.9892610861122
contamination	47043d99fa	contamination:	-1262.9153189385536	mislabeled:	-1660.9469729307036
mislabeled	a239eec288	contamination:	-1290.0053092613846	mislabeled:	-1137.9482438072243
mislabeled	b37a495139	contamination:	-1684.7364776327347	mislabeled:	-1359.2803530583576
contamination	cb7b35d997	contamination:	-822.3702486175129	mislabeled:	-838.0532288742538
mislabeled	c405e613a7	contamination:	-1229.0403899758346	mislabeled:	-957.300415304306
mislabeled	d8049c8db0	contamination:	-1084.4180132657623	mislabeled:	-1071.973099027068
contamination	13dd5fea5e	contamination:	-1476.702875013129	mislabeled:	-1819.4274368063118
mislabeled	8df8c798af	contamination:	-991.8784609521202	mislabeled:	-991.8653919423368
mislabeled	b8234581d0	contamination:	-857.2568166657239	mislabeled:	-667.6867255713386
contamination	dcc8fdcc16	contamination:	-985.5546884809846	mislabeled:	-990.5042946479808
mislabeled	8b93864334	contamination:	-572.4872452437105	mislabeled:	-567.9808649625486
mislabeled	7eb24c169c	contamination:	-1014.950251134891	mislabeled:	-948.073222352977
contamination	f2d1afce56	contamination:	-873.8989611446501	mislabeled:	-1160.172665912347
contamination	a18d0d5a26	contamination:	-448.3196182584811	mislabeled:	-468.8202005704196
mislabeled	80e6abfa50	contamination:	-1079.6738581520688	mislabeled:	-968.2527324705702
contamination	6332f39140	contamination:	-832.1342110012774	mislabeled:	-985.0768791579319
contamination	ecfce748cc	contamination:	-614.2033107584069	mislabeled:	-717.7666848997465
mislabeled	7dcf553884	contamination:	-641.6200154772473	mislabeled:	-480.697829561104
mislabeled	9942242cc9	contamination:	-553.7381574550865	mislabeled:	-409.6012466011672
mislabeled	6c508f9cc1	contamination:	-600.8488333874548	mislabeled:	-510.42397498328944
mislabeled	f7aee525bc	contamination:	-492.34671392073676	mislabeled:	-490.3311854946871
mislabeled	2da2c6daec	contamination:	-716.4321614023833	mislabeled:	-578.4344435631624
mislabeled	2bccd9b52e	contamination:	-548.4678754221254	mislabeled:	-513.943024304747
contamination	9db6db7c5f	contamination:	-536.5647246574307	mislabeled:	-573.3269100514714
mislabeled	e96bd386aa	contamination:	-534.2690144054916	mislabeled:	-481.9905989837916
mislabeled	4327d4d060	contamination:	-1089.3962377328478	mislabeled:	-839.4866632312032
contamination	6553a73502	contamination:	-607.0047355913853	mislabeled:	-628.2846079563183
